month,hour,day_type,cooling_demand,dhw_demand,non_shiftable_load,occupant_count,indoor_dry_bulb_temperature,indoor_relative_humidity,indoor_dry_bulb_temperature_cooling_set_point,hvac_mode,heating_demand,solar_generation
1,0,2,2.634702,0.015573,6.162723578321941,5.04,23.06739,46.48357,24.3,1,0,0
1,1,2,3.318508,0.018453,5.4773005991386166,5.04,22.96483,48.30408,24.3,1,0,0
1,2,2,3.077314,0.019077,5.584610045220001,5.04,22.85178,47.77701,24.3,1,0,0
1,3,2,2.190074,0.029738,5.458712789071425,5.04,22.72986,41.32621,24.3,1,0,0
1,4,2,2.012744,0.013288,5.733375729898774,5.04,22.55684,39.10899,24.3,1,0,0
1,5,2,1.356618,1.65271,5.577838020658114,5.04,22.36499,36.87775,24.3,1,0,0
1,6,2,0.162559,0.006446,8.884834530340141,5.04,22.11346,35.25349,24.3,1,0,0
1,7,2,0.124307,3.738698,8.95818602305947,5.04,21.95309,34.31851,22.8,1,0,0
1,8,2,0.475378,1.281367,8.893673809669131,4.029261,22.05272,35.17847,22.8,1,0,0
1,9,2,1.684144,0.028913,11.622124950406699,3.003204,22.62057,33.12649,22.3,1,0,0
1,10,2,4.14881,0.013477,11.546975765356656,0.0,23.35446,31.40023,22.3,1,0,0
1,11,2,7.490959,0.01371,11.353226181963775,0.0,24.35451,30.31517,22.3,1,0,0
1,12,2,9.946613,0.981461,11.71192966835183,0.0,25.17612,24.94831,22.3,1,0,0
1,13,2,12.880692,0.008726,14.009274027790342,1.58703,26.11101,22.27227,22.3,1,0,0
1,14,2,14.146232,0.018124,14.907195239507939,2.86983,26.82979,25.00444,22.3,1,0,0
1,15,2,15.283102,0.026137,14.113740719794619,3.430691,27.06875,29.61003,22.3,1,0,0
1,16,2,16.862519,0.011446,14.650251612802474,3.485611,27.30818,29.9762,22.3,1,0,0
1,17,2,15.476444,0.016955,19.42248187675635,3.487754,26.93552,32.63082,22.3,1,0,0
1,18,2,12.070437,2.670377,18.902654419832484,3.293909,26.15721,37.19048,22.8,1,0,0
1,19,2,11.971923,3.886385,19.127536630171434,4.074631,25.73972,39.67535,22.8,1,0,0
1,20,2,5.937466,1.79075,19.095314308135936,4.605657,23.94966,44.46558,22.8,1,0,0
1,21,2,5.950475,1.11937,11.097832571914543,5.04,23.60508,45.23437,22.8,1,0,0
1,22,2,5.07892,2.304629,11.013492154928967,5.04,23.44909,49.41507,22.8,1,0,0
1,23,2,4.065731,0.020193,7.652377692921918,5.04,23.31459,47.30447,24.3,1,0,0
1,0,3,2.82585,0.013412,5.465057985075737,5.04,23.16146,44.37836,24.1,1,0,0
1,1,3,3.616177,0.015103,5.798075511315739,5.04,23.04729,44.95268,24.1,1,0,0
1,2,3,3.510653,0.858537,5.746405197589809,5.04,22.9395,45.13904,24.1,1,0,0
1,3,3,1.966029,0.020455,5.792431851301488,5.04,22.6759,44.50802,24.1,1,0,0
1,4,3,2.265039,0.023602,5.690040328604134,5.04,22.63539,41.89963,24.1,1,0,0
1,5,3,1.826089,1.03311,5.963277484863242,5.04,22.41154,38.56423,24.1,1,0,0
1,6,3,0.539325,3.042406,9.288299141657179,5.04,22.15263,34.01592,24.1,1,0,0
1,7,3,0.0,1.566386,9.10470343665555,5.04,22.03471,33.16776,22.6,0,0,0
1,8,3,1.211338,0.003196,9.175492266608686,4.029183,22.1448,33.05184,22.6,1,0,0
1,9,3,3.316012,0.023694,12.016845777780459,2.998255,22.83778,31.28074,22.1,1,0,0
1,10,3,5.156324,0.027359,11.35354746542571,0.0,23.71507,30.28695,22.1,1,0,0
1,11,3,8.309358,0.017511,11.69808732853591,0.0,24.73802,30.87067,22.1,1,0,0
1,12,3,10.761866,1.249946,11.641897264691401,0.0,25.43038,30.22713,22.1,1,0,0
1,13,3,12.432578,1.524966,14.324776778302336,1.590227,26.09726,28.19245,22.1,1,0,0
1,14,3,15.323246,0.023596,14.964011799967523,2.939591,26.85821,26.46172,22.1,1,0,0
1,15,3,16.163377,0.013032,14.848765039842693,3.352113,27.36978,25.77021,22.1,1,0,0
1,16,3,16.315139,0.865541,14.935925628886698,3.331644,27.40954,28.61315,22.1,1,0,0
1,17,3,15.867054,0.02575,19.249660821844603,3.486771,27.17791,33.27306,22.1,1,0,0
1,18,3,13.374197,0.007518,20.26753668205561,3.136656,26.40525,39.02431,22.6,1,0,0
1,19,3,11.60977,2.908913,19.453173666877824,4.086247,25.75821,47.58831,22.6,1,0,0
1,20,3,6.006801,3.728096,19.95469538807884,4.645345,24.00415,56.58398,22.6,1,0,0
1,21,3,4.504529,0.901063,11.715875021489406,5.04,23.65467,55.09184,22.6,1,0,0
1,22,3,4.524779,3.770572,11.561146258197311,5.04,23.49701,52.72608,22.6,1,0,0
1,23,3,4.08399,0.016683,8.035421442819498,5.04,23.36857,53.29343,24.1,1,0,0
1,0,4,3.892338,0.016585,5.5325800320274645,5.04,23.2212,52.60135,23.9,1,0,0
1,1,4,3.038464,0.017698,5.41439149317294,5.04,23.0734,48.09961,23.9,1,0,0
1,2,4,2.909889,0.024685,5.596020965685194,5.04,22.91907,42.37512,23.9,1,0,0
1,3,4,2.864068,0.010317,5.57357616750353,5.04,22.67969,38.62212,23.9,1,0,0
1,4,4,2.082203,0.021865,5.461279704033885,5.04,22.47114,36.14901,23.9,1,0,0
1,5,4,0.92116,1.763612,5.529033822375751,5.04,22.31271,33.69495,23.9,1,0,0
1,6,4,0.483785,2.149574,8.96471887738594,5.04,22.0528,35.40437,23.9,1,0,0
1,7,4,0.098933,2.144437,9.061763627216562,5.04,21.88501,34.91281,22.4,1,0,0
1,8,4,0.0,2.653391,8.691669363740763,4.02987,22.07348,33.60212,22.4,0,0,0
1,9,4,2.735924,0.016426,11.364559164165625,2.994122,22.91379,31.22201,21.9,1,0,0
1,10,4,5.355768,0.024214,11.51563270123125,0.0,23.70656,30.14197,21.9,1,0,0
1,11,4,7.57632,0.013319,11.589904352485014,0.0,24.53015,30.20471,21.9,1,0,0
1,12,4,10.324198,0.005616,11.43082065947795,0.0,25.41658,28.66826,21.9,1,0,0
1,13,4,12.962142,1.175561,14.269042035377863,1.540405,26.34321,27.32412,21.9,1,0,0
1,14,4,14.849702,0.019899,14.424247952624741,2.843972,26.87679,27.55714,21.9,1,0,0
1,15,4,15.508757,0.024697,14.371285859502132,3.454394,27.12008,27.80057,21.9,1,0,0
1,16,4,16.569047,0.018867,14.655343195884624,3.451346,27.31875,31.71923,21.9,1,0,0
1,17,4,15.507288,0.013155,18.529218610964882,3.534747,26.88849,32.99588,21.9,1,0,0
1,18,4,12.519926,1.230027,18.481992155013682,3.296251,26.16064,37.18058,22.4,1,0,0
1,19,4,11.304792,1.912287,18.443232477683882,4.080285,25.73213,43.15762,22.4,1,0,0
1,20,4,5.518691,0.001574,19.65628021646119,4.617981,23.96511,51.20389,22.4,1,0,0
1,21,4,4.654923,1.935619,11.064139550905088,5.04,23.62319,53.36365,22.4,1,0,0
1,22,4,4.825846,1.716987,10.992765673580273,5.04,23.4747,52.92258,22.4,1,0,0
1,23,4,4.063499,0.016662,7.8682541390208,5.04,23.35149,48.74413,23.9,1,0,0
1,0,5,3.65388,0.859663,5.504402334963411,5.04,23.16673,48.63422,23.7,1,0,0
1,1,5,2.866683,0.020718,5.352547598429692,5.04,22.97797,50.09824,23.7,1,0,0
1,2,5,2.250371,0.021551,5.160071850605006,5.04,22.77659,41.75931,23.7,1,0,0
1,3,5,2.047316,0.017046,5.47582436385312,5.04,22.59037,32.21535,23.7,1,0,0
1,4,5,2.18256,0.013017,5.3840867697462595,5.04,22.41819,32.4482,23.7,1,0,0
1,5,5,0.349193,0.620319,5.456737916195811,5.04,22.27225,33.85287,23.7,1,0,0
1,6,5,0.790359,0.003705,8.290793400343542,5.04,22.12922,35.11807,23.7,1,0,0
1,7,5,0.091168,2.596788,8.508349469364019,5.04,21.84317,41.7798,22.2,1,0,0
1,8,5,0.098202,1.018136,8.238676243164297,4.032,21.76735,47.82679,22.2,1,0,0
1,9,5,2.087685,0.019781,10.947696283569144,3.012255,22.61233,44.93494,21.7,1,0,0
1,10,5,4.769109,0.015514,10.983471230426462,0.0,23.52388,42.00602,21.7,1,0,0
1,11,5,8.150062,0.038779,11.049205829672136,0.0,24.54804,36.2891,21.7,1,0,0
1,12,5,11.21259,0.005645,10.583385814579154,0.0,25.2236,32.58862,21.7,1,0,0
1,13,5,11.848524,0.006421,13.742733452449132,1.608154,25.93085,28.81103,21.7,1,0,0
1,14,5,14.083662,0.020045,14.311986567976009,2.989921,26.59816,26.757,21.7,1,0,0
1,15,5,15.601545,0.025601,13.242987097230932,3.496746,27.08591,26.33422,21.7,1,0,0
1,16,5,15.98471,0.026621,13.714895449114909,3.449247,27.19905,28.92409,21.7,1,0,0
1,17,5,14.731106,0.012669,18.447437786917735,3.602896,26.83766,35.19079,21.7,1,0,0
1,18,5,12.681096,2.271533,18.277467667477925,3.29975,26.1282,39.31831,22.2,1,0,0
1,19,5,10.831551,2.559085,18.334677669134884,4.115247,25.59,41.71019,22.2,1,0,0
1,20,5,6.44838,1.94594,18.095156789561866,4.65642,23.90311,48.14679,22.2,1,0,0
