month,hour,day_type,cooling_demand,dhw_demand,non_shiftable_load,occupant_count,indoor_dry_bulb_temperature,indoor_relative_humidity,heating_demand,solar_generation
1,1,3,4.379054674606058,0.020063,6.232853447384241,5.04,23.44554,31.88973,0,0
1,2,3,4.293129363786311,0.016314,5.988753352608801,5.04,23.34075,32.08779,0,0
1,3,3,3.985712363777708,0.022136,6.128660895214488,5.04,23.21257,32.594,0,0
1,4,3,3.859077108423897,0.033569,6.212029382586334,5.04,23.03313,34.47621,0,0
1,5,3,2.167171626718953,2.365656,6.25233418940103,5.04,22.72305,32.82272,0,0
1,6,3,1.7949194513056055,1.709651,10.003850686661501,5.04,22.46441,29.482,0,0
1,7,3,0.7259091619294229,1.938766,10.019869663102703,5.04,22.35703,31.9455,0,0
1,8,3,1.2345832882345382,0.811643,9.880737374005427,4.026627,22.55109,32.42316,0,0
1,9,3,3.67518022127841,0.018618,12.553879223108117,2.978782,23.29061,27.55884,0,0
1,10,3,6.724110551568498,0.010551,12.424403332489387,0.0,24.15511,24.07242,0,0
1,11,3,9.761256015061601,0.019028,13.180169091323682,0.0,25.14738,23.39404,0,0
1,12,3,11.908427974089339,0.003324,13.020689176830023,0.0,25.82854,22.86832,0,0
1,13,3,15.57457613690794,1.674237,16.360642284835272,1.504127,26.98727,21.85365,0,0
1,14,3,17.366673253781514,0.016666,16.002794820574476,2.578721,27.72393,21.56052,0,0
1,15,3,18.399695584623363,0.021573,16.03129314517657,3.08239,28.16311,21.99939,0,0
1,16,3,18.961248518857918,0.012948,16.68571835715392,3.026576,28.2767,21.37398,0,0
1,17,3,19.27004754985295,0.024563,20.775643872463895,3.176893,27.93876,20.66298,0,0
1,18,3,15.699794188248335,4.365374,21.997808393095823,3.011448,26.97859,24.79665,0,0
1,19,3,12.53281829196363,0.002642,21.55632535872604,3.956988,26.26922,34.34734,0,0
1,20,3,7.854724290013483,2.960724,21.412385844620445,4.585412,24.29955,42.93664,0,0
1,21,3,5.572524533362068,2.020528,12.433160015432186,5.04,23.90431,43.14523,0,0
1,22,3,5.169312360189054,1.535645,12.12341950275621,5.04,23.73209,47.15393,0,0
1,23,3,4.979642744561711,0.019161,8.598722249206013,5.04,23.59456,49.86664,0,0
1,0,4,4.668421539021352,0.019817,6.205133235767746,5.04,23.46045,44.73782,0,0
1,1,4,3.935740107032796,0.022841,5.705850845012997,5.04,23.32927,38.67997,0,0
1,2,4,3.6043936684226874,0.015896,5.715762405606784,5.04,23.25081,45.22388,0,0
1,3,4,2.6045732524692644,0.030088,5.635682166072632,5.04,23.09605,46.13999,0,0
1,4,4,3.3393756499707217,0.026003,5.439743817872941,5.04,22.88422,43.37315,0,0
1,5,4,1.5929772284105348,0.862803,5.811206837369779,5.04,22.58416,45.43747,0,0
1,6,4,0.6174879272546054,0.006479,9.237225974865758,5.04,22.244,41.62931,0,0
1,7,4,0.03339899186117548,2.777217,9.056884562908605,5.04,22.04589,33.03023,0,0
1,8,4,0.6428441562297816,2.072674,9.015871226539337,4.030074,22.21608,29.92678,0,0
1,9,4,3.065687976047786,0.024792,11.96430904848932,2.996411,23.04685,29.03498,0,0
1,10,4,6.091637708127599,0.029536,11.923711631782739,0.0,23.88289,28.26232,0,0
1,11,4,9.151201149685194,0.014928,11.590012349809394,0.0,24.81266,25.30428,0,0
1,12,4,11.806397612586684,0.004681,11.152495305881631,0.0,25.75669,24.81999,0,0
1,13,4,14.858005956516589,0.003885,14.852169798885,1.486668,26.87901,22.05968,0,0
1,14,4,17.159814171005493,0.013623,14.75249915386814,2.645713,27.45778,20.24713,0,0
1,15,4,18.453266568832593,0.018018,14.751005065525185,3.200961,27.95228,21.45818,0,0
1,16,4,19.268766992074422,0.022881,14.480258502287324,3.060902,28.15627,25.21721,0,0
1,17,4,18.499112368599924,0.011097,19.864725666600837,3.16642,27.95166,27.28334,0,0
1,18,4,15.379172792168086,2.378568,19.69603739140897,2.927273,27.07616,31.09334,0,0
1,19,4,13.104709436139151,1.03319,19.551869214080362,3.93367,26.11952,39.34107,0,0
1,20,4,6.888515025449699,2.516273,19.188472920725392,4.647973,24.21112,48.0424,0,0
1,21,4,5.761788341406643,1.946477,11.538281139642127,5.04,23.83841,49.74047,0,0
1,22,4,5.54726073966306,1.057623,11.202480350857972,5.04,23.6736,50.67404,0,0
1,23,4,4.836121523203455,0.022913,7.986458141973101,5.04,23.54687,49.53592,0,0
1,0,5,4.06558750015016,0.025278,5.743039153148455,5.04,23.41207,50.12328,0,0
1,1,5,4.093672999773424,0.024956,5.9748688634748985,5.04,23.2722,49.50639,0,0
1,2,5,3.6097538646585985,0.014474,6.1660892628535695,5.04,23.12654,45.28973,0,0
1,3,5,2.7505906615291917,0.018776,5.886992453675405,5.04,22.92771,42.89674,0,0
1,4,5,2.2951505033992947,0.029276,6.0093573136288,5.04,22.73111,38.19825,0,0
1,5,5,1.6926444113649122,2.302832,6.0128424906357205,5.04,22.47415,38.68597,0,0
1,6,5,-0.1075448499195722,1.446731,9.483279335670264,5.04,22.14062,43.91448,0,0
1,7,5,0.13161967807805536,2.585505,9.611627494203658,5.04,21.94314,43.23975,0,0
1,8,5,0.41267836800150937,1.135679,9.557130615761174,4.031438,22.01618,42.0591,0,0
1,9,5,2.1334057709121437,0.022959,12.01662239990892,3.006736,22.77516,37.15025,0,0
1,10,5,5.639202942889213,0.025865,12.13468341001958,0.0,23.67576,30.2774,0,0
1,11,5,7.895182667134003,0.018975,12.478832912658442,0.0,24.76282,24.63733,0,0
1,12,5,11.167674047171648,0.004601,12.764296977082974,0.0,25.64305,22.11135,0,0
1,13,5,14.122457524086478,1.138967,15.701397499316158,1.533315,26.42949,20.81596,0,0
1,14,5,15.06027632758543,0.853969,15.563965770472949,2.859012,27.02709,20.15263,0,0
1,15,5,16.76671711845771,0.019617,15.740085242424962,3.395651,27.4629,23.81195,0,0
1,16,5,16.840071794760885,0.01456,15.621738079695406,3.38787,27.43032,28.17807,0,0
1,17,5,15.796877853069368,0.016681,20.64075706582684,3.638543,26.95192,30.64068,0,0
1,18,5,13.235341078551604,1.97114,20.431452327584196,3.328709,26.21296,32.91176,0,0
1,19,5,10.218973544546213,1.724173,19.830211631525454,4.221397,25.34121,39.85671,0,0
1,20,5,6.1932576490585225,1.022525,20.658414145440148,4.787536,23.93505,46.55942,0,0
1,21,5,5.599283577590459,0.905623,11.816331188485778,5.04,23.6515,47.39139,0,0
1,22,5,4.4889188141697485,5.797816,12.055682984063274,5.04,23.46069,48.65332,0,0
1,23,5,4.51267267754072,0.030821,8.351031326481504,5.04,23.29154,47.83847,0,0
1,0,6,4.051505680224784,0.011704,6.089357224457753,5.04,23.14538,43.93851,0,0
1,1,6,3.1832422901424744,0.013675,5.730196015365016,5.04,23.02735,45.15939,0,0
1,2,6,3.2301045282704877,0.015119,5.789897565792712,5.04,22.82703,44.84235,0,0
1,3,6,1.3770229887217242,0.012534,5.956178958242306,5.04,22.52238,38.58224,0,0
1,4,6,2.2610176357463043,0.020416,5.915450598680158,5.04,22.45016,33.78667,0,0
1,5,6,1.237118207315281,0.00571,5.998626509414537,5.04,22.22609,31.47577,0,0
1,6,6,0.11945947021987927,2.363116,9.276309053618032,5.04,21.98301,32.0815,0,0
1,7,6,0.1118109865132248,3.037796,9.267369202765863,5.04,21.66949,34.15611,0,0
1,8,6,0.09026130235304235,1.884702,9.3336049040792,4.032,21.81808,32.99817,0,0
1,9,6,1.4698288969703552,0.852853,12.152778165210801,3.00673,22.58776,32.14463,0,0
1,10,6,4.236078700059882,0.021806,12.000015988156068,0.0,23.47341,33.03466,0,0
1,11,6,7.4679911122938,0.021433,11.646136571733132,0.0,24.2977,30.88926,0,0
1,12,6,9.318556712965352,1.331007,12.340517875635456,0.0,24.99156,27.21352,0,0
1,13,6,11.475614112269088,0.007118,15.31436397959019,1.653436,25.69772,25.92298,0,0
1,14,6,13.191735128882813,0.019943,14.658602988858375,3.110367,26.24066,26.79632,0,0
1,15,6,14.503257755031463,0.011756,14.81577875036535,3.734803,26.63573,26.85377,0,0
1,16,6,14.661597887668778,0.020842,15.341014598757,3.708756,26.68752,28.07584,0,0
1,17,6,14.24296117418344,0.018255,20.381274625964174,3.830997,26.42932,29.45876,0,0
1,18,6,11.29761521862113,4.288109,19.32587877906166,3.442491,25.64714,31.36818,0,0
1,19,6,10.27428234347456,0.00348,20.397510354109475,4.311339,25.18841,34.16005,0,0
1,20,6,4.93556959977848,1.331831,19.45521327528025,4.715942,23.7646,39.87221,0,0
1,21,6,4.81031374519787,1.945733,11.24081966921086,5.04,23.48171,41.38247,0,0
1,22,6,3.5577838790611147,0.002648,11.400662335680872,5.04,23.29427,43.86991,0,0
1,23,6,3.0325805360090725,0.016672,8.019813246973998,5.04,23.1101,45.00209,0,0
1,0,7,2.5416433959460134,0.028102,4.672241366963614,5.04,22.89603,46.10828,0,0
1,1,7,2.1887841978696265,0.018448,4.778957425074814,5.04,22.70357,46.83469,0,0
1,2,7,1.7687784352536107,0.035257,4.9493063962328785,5.04,22.46041,43.13068,0,0
1,3,7,1.0080896672689694,0.018634,4.674827018451408,5.04,22.24437,39.22642,0,0
1,4,7,0.6757671887582706,0.019511,4.988073121006757,5.04,22.08042,38.13087,0,0
1,5,7,0.11162838596063372,1.405924,4.836456515757443,5.04,21.91451,38.46278,0,0
1,6,7,0.08041478367333682,1.909002,4.89377784435593,5.04,21.74505,37.52329,0,0
1,7,7,0.13899776319602591,1.218324,10.82252807849013,5.04,21.56423,35.40195,0,0
1,8,7,0.10448489031245094,2.290037,11.114975969403995,5.04,21.61204,34.48853,0,0
1,9,7,0.9776767020796534,0.020287,18.806225408355527,5.013293,22.38615,29.46868,0,0
1,10,7,3.4943787483185695,0.010472,18.462538740198806,4.893613,23.28505,27.04437,0,0
1,11,7,6.914372230148597,0.022052,12.71855485969205,4.415927,24.19969,27.72744,0,0
1,12,7,10.324596227926007,0.00388,12.841822686636569,3.678076,24.95832,24.70468,0,0
1,13,7,11.078335258752235,1.409248,15.456703920004989,2.436052,25.6532,21.28731,0,0
1,14,7,12.798393649005188,0.01824,15.598883370203392,1.549617,26.20831,21.01326,0,0
1,15,7,14.492344525782071,0.010588,15.657643767902453,0.748387,26.57875,22.9938,0,0
1,16,7,14.77576017719193,0.024934,15.809809541855047,0.0,26.6021,24.35821,0,0
1,17,7,13.674704561682706,0.845814,22.732272824287406,0.0,26.30911,27.06484,0,0
1,18,7,11.89196282169917,4.926597,22.90345234652309,0.0,25.66737,30.0964,0,0
1,19,7,9.616890702504266,0.557027,23.403186289571988,0.0,25.11355,33.47581,0,0
1,20,7,5.436728783798549,0.004225,23.60878238395439,0.9527659,23.68437,41.02137,0,0
1,21,7,4.335819720044816,6.083506,13.841518894785704,1.008,23.36192,45.22231,0,0
1,22,7,3.496770484887198,1.517681,13.332899270679517,4.032,23.21165,47.18032,0,0
1,23,7,3.0793701596320964,0.017896,9.622032156446666,4.032,23.05361,51.18328,0,0
1,0,1,2.8679676793338036,0.034384,4.964658272657188,5.04,22.93317,53.5074,0,0
1,1,1,2.6255201737579306,0.021012,5.058552674706378,5.04,22.78578,52.42923,0,0
1,2,1,2.2762394619508077,0.01615,5.231298040209371,5.04,22.50979,50.38361,0,0
1,3,1,1.6994271756630726,0.020803,4.98750105617036,5.04,22.38514,50.46248,0,0
1,4,1,0.7085751103219555,0.013006,5.069797275495665,5.04,22.16443,49.96865,0,0
1,5,1,0.16741719766585797,1.245808,4.990644465298338,5.04,21.8663,46.19628,0,0
1,6,1,0.17115125286385496,0.002081,5.0019113980211785,5.04,21.67458,43.40776,0,0
1,7,1,0.10610963468454376,0.002099,11.265661508373947,5.04,21.47334,39.86703,0,0
1,8,1,0.1714000748906062,1.819966,11.012180375139433,5.04,21.50549,36.24632,0,0
1,9,1,1.726115478451065,0.013799,18.527401421392767,5.01979,22.29931,33.937,0,0
1,10,1,4.224702359063418,0.024161,19.535089834978873,4.886691,23.40393,31.42804,0,0
1,11,1,8.604122196156183,0.022953,12.750944515324848,4.319333,24.44944,26.86507,0,0
1,12,1,10.211909163111233,0.00521,13.367314541258267,3.543366,25.39283,23.51177,0,0
1,13,1,12.017645030147843,0.916803,15.896147430880857,2.308354,26.02926,24.16387,0,0
1,14,1,13.699031145476008,0.021249,16.2910599802955,1.510717,26.40083,27.10222,0,0
1,15,1,14.571839511642743,0.015219,16.402996275520206,0.7435776,26.6831,29.04815,0,0
1,16,1,14.697372752783446,0.016356,16.02788925387012,0.0,26.71721,27.39215,0,0
1,17,1,14.024393074407325,0.014555,23.080285403835006,0.0,26.41202,26.17655,0,0
1,18,1,11.983077539466898,1.820378,23.70767354049678,0.0,25.75252,29.11147,0,0
1,19,1,9.93052100973707,3.209051,22.256073876410657,0.0,25.27649,32.89031,0,0
1,20,1,4.848727032210791,0.00838,23.21694626100606,0.9442874,23.7572,41.95505,0,0
1,21,1,4.488132733595391,4.252877,13.781930689669567,1.008,23.46584,47.01043,0,0
1,22,1,3.5795779803236223,1.418002,13.608595973313788,4.032,23.30124,46.94855,0,0
1,23,1,4.056115583478863,0.026159,9.931429289893137,4.032,23.14225,45.84705,0,0
1,0,2,3.439130491573029,0.013763,6.1732686791702465,5.04,22.99909,47.83376,0,0
1,1,2,2.8810455124431726,0.018818,5.6317838474934305,5.04,22.85913,48.65788,0,0
1,2,2,2.5637118122929814,0.037373,5.769890723316909,5.04,22.75467,43.62237,0,0
1,3,2,2.216748265774948,0.014784,5.548125008747957,5.04,22.55979,37.68157,0,0
1,4,2,0.7207100960105318,0.016,5.789362289559371,5.04,22.2175,33.92516,0,0
1,5,2,0.07913968362260432,1.64602,5.709563672676995,5.04,21.91679,30.01031,0,0
1,6,2,0.09529784479525183,2.62044,9.161050804111463,5.04,21.61567,31.9218,0,0
1,7,2,0.10140169580157027,1.917922,9.13009860733288,5.04,21.45297,34.57269,0,0
1,8,2,0.1916853412275314,0.87865,9.311712546950151,4.032,21.63628,34.20684,0,0
1,9,2,0.6856138709415189,0.0149,11.871271093041232,3.009722,22.36762,27.62915,0,0
1,10,2,3.730855120009078,0.025248,11.792352181505597,0.0,23.1376,23.52048,0,0
1,11,2,7.107234273573608,0.019362,11.625405840117036,0.0,24.26526,24.12702,0,0
1,12,2,9.045643939660145,0.005301,11.37325370644347,0.0,25.03313,24.15562,0,0
1,13,2,11.558640216087785,0.005297,14.169903478591992,1.618347,25.80306,24.23334,0,0
1,14,2,13.345802734166897,0.016282,14.470878053406022,2.993381,26.46754,24.76166,0,0
1,15,2,14.915846887812775,0.865502,14.950067889300852,3.557843,26.84704,25.22838,0,0
1,16,2,15.08294721644134,0.01492,15.121480023234334,3.558891,27.01031,28.65385,0,0
1,17,2,14.571578764633662,0.843369,19.8218481864288,3.587382,26.84914,32.89858,0,0
1,18,2,13.514610690813198,4.544219,19.160362493439973,3.223234,26.19546,36.54907,0,0
1,19,2,10.94853196367933,3.068916,19.168178385583097,4.024247,25.69073,38.3412,0,0
1,20,2,5.461647084592029,3.154239,19.208718896046584,4.612274,23.87295,43.44503,0,0
1,21,2,5.348549078777249,2.696875,11.079219074823028,5.04,23.53496,46.62139,0,0
1,22,2,3.8420675029515805,1.731204,11.079455477799138,5.04,23.3803,50.82715,0,0
1,23,2,3.7979847671901985,0.01646,7.765002064374544,5.04,23.23122,50.26807,0,0
1,0,3,3.767262458815797,0.018738,5.666242523735906,5.04,23.06739,46.48357,0,0
1,1,3,2.837250596430532,0.02214,5.354323356877122,5.04,22.96483,48.30408,0,0
1,2,3,2.2770017086587724,0.022968,5.309858949059184,5.04,22.85178,47.77701,0,0
1,3,3,2.2271687031920404,0.015407,5.067992240328461,5.04,22.72986,41.32621,0,0
1,4,3,1.0625281212142137,0.863612,5.316938991601568,5.04,22.55684,39.10899,0,0
1,5,3,0.8741648869417169,5.21198,5.387492866176233,5.04,22.36499,36.87775,0,0
1,6,3,-0.5412334985493665,2.136018,8.45073350662673,5.04,22.11346,35.25349,0,0
1,7,3,0.14324033688748578,1.344171,8.92728356379393,5.04,21.95309,34.31851,0,0
1,8,3,0.24269458592481752,0.00634,8.632698682819585,4.029261,22.05272,35.17847,0,0
1,9,3,2.0784323419711597,0.022914,10.786736987438971,3.003204,22.62057,33.12649,0,0
1,10,3,3.734596642837868,0.023699,10.667590027542143,0.0,23.35446,31.40023,0,0
1,11,3,7.226799844132906,0.036704,10.482073267625028,0.0,24.35451,30.31517,0,0
1,12,3,9.109719361791498,0.003769,10.775565755456753,0.0,25.17612,24.94831,0,0
1,13,3,13.2665693409135,0.002135,13.796952765573753,1.58703,26.11101,22.27227,0,0
1,14,3,15.111418391207797,0.016131,13.698768885515342,2.86983,26.82979,25.00444,0,0
1,15,3,15.693513533385321,0.014919,12.966971740728612,3.430691,27.06875,29.61003,0,0
1,16,3,16.500089459493733,0.023531,13.46586173569552,3.485611,27.30818,29.9762,0,0
1,17,3,15.282518384848412,0.016731,18.580236548576394,3.487754,26.93552,32.63082,0,0
1,18,3,13.163006624618133,2.890389,18.152133364506895,3.293909,26.15721,37.19048,0,0
1,19,3,11.616327493245707,1.777853,18.5587965196332,4.074631,25.73972,39.67535,0,0
1,20,3,6.363092228055259,0.92167,18.27594621865912,4.605657,23.94966,44.46558,0,0
1,21,3,4.908899615656692,3.661909,10.290090478818533,5.04,23.60508,45.23437,0,0
1,22,3,4.876410083425986,3.214674,11.040979644480283,5.04,23.44909,49.41507,0,0
1,23,3,4.384133787088765,0.019223,7.673867163120452,5.04,23.31459,47.30447,0,0
1,0,4,3.766863876213881,0.014727,5.291339141555186,5.04,23.16146,44.37836,0,0
1,1,4,2.8534211719589413,0.01274,6.298026983292576,5.04,23.04729,44.95268,0,0
1,2,4,2.4974338187536116,0.029617,6.554876405210416,5.04,22.9395,45.13904,0,0
1,3,4,2.345905107840712,0.020104,6.164846348172323,5.04,22.6759,44.50802,0,0
1,4,4,2.472962237650945,0.022574,6.161429602143631,5.04,22.63539,41.89963,0,0
1,5,4,1.0991913542650051,2.023514,5.88461874835308,5.04,22.41154,38.56423,0,0
1,6,4,-0.12504929291211225,2.310133,9.984490748974714,5.04,22.15263,34.01592,0,0
1,7,4,0.04391268589673879,2.057932,9.952588636384943,5.04,22.03471,33.16776,0,0
1,8,4,0.13466929571634373,0.006339,10.120856749615287,4.029183,22.1448,33.05184,0,0
1,9,4,3.257035541409061,0.025636,12.866232102614342,2.998255,22.83778,31.28074,0,0
1,10,4,5.766465497336144,0.018142,12.463192383512352,0.0,23.71507,30.28695,0,0
1,11,4,8.167956556507635,0.012799,12.89204848017174,0.0,24.73802,30.87067,0,0
1,12,4,11.02941039950213,0.003739,12.34220816634126,0.0,25.43038,30.22713,0,0
1,13,4,12.872739275498414,1.416558,16.173913992156795,1.590227,26.09726,28.19245,0,0
1,14,4,14.884942345823871,0.015812,16.145518146571344,2.939591,26.85821,26.46172,0,0
1,15,4,16.821187150157495,0.014662,16.12017616969901,3.352113,27.36978,25.77021,0,0
1,16,4,16.567170175128375,0.853006,15.818575956947083,3.331644,27.40954,28.61315,0,0
1,17,4,15.758420683962502,0.018797,21.738953432024488,3.486771,27.17791,33.27306,0,0
1,18,4,13.755333387036893,1.860015,21.68440277346098,3.136656,26.40525,39.02431,0,0
1,19,4,11.066726539843458,5.006594,20.28590544210165,4.086247,25.75821,47.58831,0,0
1,20,4,6.598912572671934,1.647147,21.150921445929562,4.645345,24.00415,56.58398,0,0
1,21,4,4.823641710328412,0.003821,12.247779183359452,5.04,23.65467,55.09184,0,0
1,22,4,5.578899162048293,2.47482,12.985038817599653,5.04,23.49701,52.72608,0,0
1,23,4,4.387258624895712,0.02714,8.683191169172465,5.04,23.36857,53.29343,0,0
1,0,5,3.724363999324648,0.014796,6.138615957891774,5.04,23.2212,52.60135,0,0
1,1,5,3.7744958562162982,0.022092,6.0280827606220795,5.04,23.0734,48.09961,0,0
1,2,5,2.371426946533634,0.014174,5.645954962534562,5.04,22.91907,42.37512,0,0
1,3,5,1.8512842286781235,0.02832,5.854845028466207,5.04,22.67969,38.62212,0,0
1,4,5,1.5303292394801724,0.011354,5.742966147252276,5.04,22.47114,36.14901,0,0
1,5,5,0.8037541808629356,0.002522,5.838233010048562,5.04,22.31271,33.69495,0,0
1,6,5,0.6835034881744696,2.382535,8.8399721671754,5.04,22.0528,35.40437,0,0
1,7,5,0.11650192699875483,1.131266,9.38899387844884,5.04,21.88501,34.91281,0,0
1,8,5,0.7165494786418527,2.073082,9.002388527008524,4.02987,22.07348,33.60212,0,0
1,9,5,2.1143947285662357,0.015457,12.054385980041209,2.994122,22.91379,31.22201,0,0
1,10,5,5.420402970283987,0.021386,11.98004085292172,0.0,23.70656,30.14197,0,0
1,11,5,7.731210450360482,0.016971,11.953827257904257,0.0,24.53015,30.20471,0,0
1,12,5,10.146768451686185,0.002397,12.16296919327628,0.0,25.41658,28.66826,0,0
1,13,5,13.118180278261361,0.006366,15.065402559452949,1.540405,26.34321,27.32412,0,0
1,14,5,15.125953733152741,0.023836,14.721639638111151,2.843972,26.87679,27.55714,0,0
1,15,5,15.66048020655487,0.013035,15.171956116996004,3.454394,27.12008,27.80057,0,0
1,16,5,16.340867811310666,0.016206,14.50387611850137,3.451346,27.31875,31.71923,0,0
1,17,5,15.760523368684094,0.019238,19.505187887199188,3.534747,26.88849,32.99588,0,0
1,18,5,13.331081748701461,2.504664,19.51166119498176,3.296251,26.16064,37.18058,0,0
1,19,5,11.12678566640214,1.30775,20.05126538074545,4.080285,25.73213,43.15762,0,0
1,20,5,6.704371200836305,1.172171,19.848315758379112,4.617981,23.96511,51.20389,0,0
1,21,5,4.300799517595976,0.848285,11.064668103104053,5.04,23.62319,53.36365,0,0
1,22,5,4.6301757606324765,2.392453,11.645708536951286,5.04,23.4747,52.92258,0,0
1,23,5,4.693145190675359,0.019567,8.266123345003082,5.04,23.35149,48.74413,0,0
1,0,6,2.966132292714673,0.014928,5.84481213454329,5.04,23.16673,48.63422,0,0
1,1,6,2.5576930805207594,0.023809,5.99884178006302,5.04,22.97797,50.09824,0,0
1,2,6,2.4206452699288468,0.016647,5.916872872487378,5.04,22.77659,41.75931,0,0
1,3,6,1.9703049295710748,0.039003,5.892982660550463,5.04,22.59037,32.21535,0,0
1,4,6,1.1303573957592314,0.014282,5.84944027424395,5.04,22.41819,32.4482,0,0
1,5,6,0.6754210833336458,2.216904,5.892127533461711,5.04,22.27225,33.85287,0,0
1,6,6,0.06459165002454625,1.094322,9.43148837462776,5.04,22.12922,35.11807,0,0
1,7,6,0.09926726995018531,2.37198,9.420780210732643,5.04,21.84317,41.7798,0,0
1,8,6,0.1163985863825873,3.37989,9.157413566927678,4.032,21.76735,47.82679,0,0
1,9,6,1.9752224895593677,0.013662,12.03481950439687,3.012255,22.61233,44.93494,0,0
1,10,6,5.146518060005192,0.018658,11.636797672361425,0.0,23.52388,42.00602,0,0
1,11,6,7.62962223500468,0.017198,11.528739621559398,0.0,24.54804,36.2891,0,0
1,12,6,9.95119815009978,1.21585,12.12369111239099,0.0,25.2236,32.58862,0,0
1,13,6,12.2099240874592,2.039935,15.073088662172069,1.608154,25.93085,28.81103,0,0
1,14,6,14.627528518640982,0.014414,15.29901461311876,2.989921,26.59816,26.757,0,0
1,15,6,15.96842274879323,0.017949,15.228657601170813,3.496746,27.08591,26.33422,0,0
1,16,6,16.469076214060788,0.022984,14.570076448084595,3.449247,27.19905,28.92409,0,0
1,17,6,15.570231012551018,0.018496,19.46221555448284,3.602896,26.83766,35.19079,0,0
1,18,6,12.6759663780687,2.289845,19.85785626787171,3.29975,26.1282,39.31831,0,0
1,19,6,11.278494991866905,0.002437,19.58592187062181,4.115247,25.59,41.71019,0,0
1,20,6,5.292991353746565,2.439531,19.75944519705534,4.65642,23.90311,48.14679,0,0
1,21,6,4.612249914990242,1.469619,11.76987179431149,5.04,23.57843,51.63529,0,0
1,22,6,4.097582765521619,2.656015,12.087480141302947,5.04,23.42286,56.49538,0,0
1,23,6,4.208587637974945,0.016395,8.221943106524916,5.04,23.28451,55.75321,0,0
1,0,7,3.6246941488999602,0.017491,4.493836395693077,5.04,23.13254,52.59765,0,0
1,1,7,2.3174524914095986,0.021912,4.486359676900515,5.04,23.02331,51.47163,0,0
1,2,7,2.411735119027143,0.855855,4.551450456899599,5.04,22.92351,51.61573,0,0
1,3,7,2.91931034070685,0.017788,4.536818403718448,5.04,22.81683,50.67683,0,0
1,4,7,1.9754884771703876,0.023593,4.425943250547677,5.04,22.63175,49.40411,0,0
1,5,7,0.9957053892598919,0.006612,4.4573628828021405,5.04,22.34331,47.58566,0,0
1,6,7,0.07712877212615073,2.141108,4.373473655945046,5.04,22.02305,45.189,0,0
1,7,7,0.05333039077256253,0.910092,10.258488075513615,5.04,21.83868,45.98022,0,0
1,8,7,0.2565899353191343,2.227511,10.070104273905322,5.03716,22.06127,43.5722,0,0
1,9,7,2.2686730273216233,0.021245,17.71227923437897,4.984561,22.84416,39.63357,0,0
1,10,7,4.458078587040017,0.023283,17.14515332714215,4.830482,23.65699,36.51428,0,0
1,11,7,8.206754982288189,0.028716,11.578236991895064,4.305229,24.76302,31.36651,0,0
1,12,7,10.626878841603515,1.845089,11.518311392927547,3.49561,25.36054,25.9309,0,0
1,13,7,11.861992886335152,0.003214,14.728627369190836,2.413386,25.9119,23.88853,0,0
1,14,7,13.281296275195244,0.021708,14.515871898381404,1.557085,26.15463,24.54733,0,0
