month,hour,day_type,cooling_demand,dhw_demand,non_shiftable_load,occupant_count,indoor_dry_bulb_temperature,indoor_relative_humidity,indoor_dry_bulb_temperature_cooling_set_point,hvac_mode,heating_demand,solar_generation
1,11,7,15.292584,0.014956,13.443711958108702,3.620334,26.61663,40.92141,23.0,1,0,0
1,12,7,16.828231,0.0053,13.226277507505115,3.072905,27.12755,36.27721,23.0,1,0,0
1,13,7,17.472093,1.460098,16.29753620782554,2.03652,27.69963,33.41882,23.0,1,0,0
1,14,7,19.295545,0.02248,16.252311175538665,1.270294,28.2063,32.35675,23.0,1,0,0
1,15,7,20.205608,0.00896,16.508889366540483,0.6032928,28.54884,32.54293,23.0,1,0,0
1,16,7,19.997606,0.014931,16.484607534354996,0.0,28.51135,32.58818,23.0,1,0,0
1,17,7,19.141709,0.019002,24.02099614586768,0.0,28.18033,32.60889,23.0,1,0,0
1,18,7,17.056739,1.682283,24.074814080713157,0.0,27.65759,36.69777,23.0,1,0,0
1,19,7,15.459427,1.327406,24.891063606705693,0.0,27.2238,37.29188,23.0,1,0,0
1,20,7,8.756596,5.666105,24.472778192329578,0.8817263,24.64429,41.55413,23.0,1,0,0
1,21,7,7.127606,1.608725,14.119500142016644,1.008,24.18639,42.26244,23.0,1,0,0
1,22,7,6.703883,2.955079,14.1552712651985,4.032,24.01128,44.0117,23.0,1,0,0
1,23,7,5.769428,0.010989,10.513527728503645,4.032,23.87251,43.37207,25.0,1,0,0
1,0,1,5.784509,0.023516,5.019965067530504,5.04,23.75987,40.64171,24.2,1,0,0
1,1,1,5.532718,0.016698,5.065509903720687,5.04,23.65608,39.77607,24.2,1,0,0
1,2,1,4.545719,0.019494,5.038234604449034,5.04,23.5591,40.31313,24.2,1,0,0
1,3,1,6.40846,0.026509,4.936577462456561,5.04,23.47294,42.10444,24.2,1,0,0
1,4,1,4.498456,0.02418,5.023617118731474,5.04,23.39308,39.70953,24.2,1,0,0
1,5,1,4.78394,1.238445,4.845394018271446,5.04,23.31819,38.04227,24.2,1,0,0
1,6,1,3.682293,0.848753,4.939357830980182,5.04,23.25723,44.36464,24.2,1,0,0
1,7,1,3.722941,0.003713,11.184816844582832,5.04,23.19571,45.21989,22.7,1,0,0
1,8,1,5.335962,0.007275,11.066230120039329,3.948231,23.74826,39.7955,22.7,1,0,0
1,9,1,7.32724,0.017358,19.31722175796294,2.828325,24.51821,35.79866,22.2,1,0,0
1,10,1,10.074015,0.019583,19.419945165734067,0.0,25.19773,33.25272,22.2,1,0,0
1,11,1,12.132634,0.012495,12.74644751842709,0.0,25.97928,36.87516,22.2,1,0,0
1,12,1,14.232922,2.034434,12.701463949806351,0.0,26.56248,39.82807,22.2,1,0,0
1,13,1,15.578687,1.33718,15.783130331762118,1.462061,27.17035,38.79506,22.2,1,0,0
1,14,1,17.99807,0.861928,16.12311152279787,2.698051,27.81077,33.8643,22.2,1,0,0
1,15,1,18.651361,0.021005,16.12251479165228,3.112648,28.23285,30.80703,22.2,1,0,0
1,16,1,20.168809,0.021154,16.258514893556367,3.06781,28.39662,31.38344,22.2,1,0,0
1,17,1,18.10028,0.856307,23.112069175818927,3.167689,28.02412,34.44115,22.2,1,0,0
1,18,1,16.79909,1.82414,23.56671575255397,2.943038,27.40717,37.03617,22.7,1,0,0
1,19,1,15.300456,2.882037,23.505050131176358,3.662542,27.02863,40.81812,22.7,1,0,0
1,20,1,8.144983,0.977169,22.923971401652373,4.395452,24.56867,49.10029,22.7,1,0,0
1,21,1,7.215067,3.470707,13.172771236247634,5.04,24.1185,48.34744,22.7,1,0,0
1,22,1,6.429956,2.123381,13.397250814096122,5.04,23.94681,52.15713,22.7,1,0,0
1,23,1,5.727038,0.022826,9.610661189262506,5.04,23.81569,54.65586,24.2,1,0,0
1,0,2,5.75134,0.014349,6.249187270116607,5.04,23.70021,47.35002,24.3,1,0,0
1,1,2,5.189567,0.017132,5.882153259630814,5.04,23.59553,41.51991,24.3,1,0,0
1,2,2,4.280877,0.014945,5.734085324242002,5.04,23.49961,43.34576,24.3,1,0,0
1,3,2,4.095939,0.023812,5.739824530967584,5.04,23.41644,42.33251,24.3,1,0,0
1,4,2,4.629572,0.020338,5.67267151378625,5.04,23.33344,41.00257,24.3,1,0,0
1,5,2,3.273155,1.226132,5.6060990484582085,5.04,23.25134,42.79007,24.3,1,0,0
1,6,2,3.270663,3.376395,8.947012796543175,5.04,23.17629,43.02647,24.3,1,0,0
1,7,2,3.30818,2.198085,9.03946279543263,5.04,23.09864,43.14246,22.8,1,0,0
1,8,2,3.428834,1.955526,8.784450465643985,3.997089,23.3347,41.79831,22.8,1,0,0
1,9,2,5.128649,0.846921,11.802750376979578,2.948864,23.778,39.5252,22.3,1,0,0
1,10,2,7.966194,0.035242,11.57562813708788,0.0,24.40996,38.93282,22.3,1,0,0
1,11,2,9.996197,0.850961,11.922897120907065,0.0,25.45504,36.31688,22.3,1,0,0
1,12,2,13.496315,0.002247,11.775655693874798,0.0,26.23546,35.30128,22.3,1,0,0
1,13,2,15.470884,1.508684,14.972552625839674,1.491329,26.94286,34.53854,22.3,1,0,0
1,14,2,16.663896,0.020069,14.832976891973193,2.768964,27.46474,32.73026,22.3,1,0,0
1,15,2,18.205238,0.025581,14.961372153561136,3.311386,27.84185,30.97575,22.3,1,0,0
1,16,2,18.333665,0.026437,14.621693101272438,3.24387,28.03592,30.69111,22.3,1,0,0
1,17,2,18.430689,0.024765,20.216565327098213,3.271566,27.78574,31.33253,22.3,1,0,0
1,18,2,16.339315,2.523588,19.87986968260364,2.950406,27.35043,31.88187,22.8,1,0,0
1,19,2,15.993328,0.003108,19.705324534193473,3.576094,27.06618,31.71722,22.8,1,0,0
1,20,2,7.641005,0.011577,19.799988844412972,4.368142,24.46753,38.3951,22.8,1,0,0
1,21,2,6.210974,2.941446,11.489769644219779,5.04,24.03356,40.72583,22.8,1,0,0
1,22,2,5.775897,2.788695,11.330754268132178,5.04,23.86247,44.39434,22.8,1,0,0
1,23,2,5.48579,0.014609,8.121426884150429,5.04,23.73074,45.22865,24.3,1,0,0
1,0,3,5.236375,0.014019,5.678311651698506,5.04,23.62307,44.20275,24.1,1,0,0
1,1,3,4.87475,0.028603,6.05706588935211,5.04,23.52857,44.32722,24.1,1,0,0
1,2,3,4.647682,0.019246,6.023329563145094,5.04,23.44154,44.37975,24.1,1,0,0
1,3,3,4.638513,0.016572,5.874027536377211,5.04,23.36429,44.58244,24.1,1,0,0
1,4,3,3.531984,0.011159,6.247271859674741,5.04,23.29091,45.22615,24.1,1,0,0
1,5,3,4.299648,2.243672,5.919745150344674,5.04,23.22398,45.5527,24.1,1,0,0
1,6,3,3.867617,2.007951,9.25900263546834,5.04,23.14182,45.98298,24.1,1,0,0
1,7,3,3.561212,1.84292,9.75051471022503,5.04,23.01507,45.29047,22.6,1,0,0
1,8,3,4.01367,2.687188,9.566969782835676,4.01151,23.22699,43.70805,22.6,1,0,0
1,9,3,4.952934,0.011326,12.064097206753104,2.950081,23.75768,43.37698,22.1,1,0,0
1,10,3,7.69922,0.022385,11.7984918186167,0.0,24.41545,41.66493,22.1,1,0,0
1,11,3,10.244417,0.02241,12.795331251181777,0.0,25.2634,37.28008,22.1,1,0,0
1,12,3,11.521005,0.006269,12.796997186123926,0.0,25.99241,34.76423,22.1,1,0,0
1,13,3,14.435472,0.00658,15.227751015977624,1.523006,26.64417,37.14153,22.1,1,0,0
1,14,3,15.890535,0.02103,15.622809502465202,2.827311,27.18407,39.82214,22.1,1,0,0
1,15,3,17.485485,0.019206,15.46942116073869,3.333851,27.59184,41.17678,22.1,1,0,0
1,16,3,18.021225,0.016659,15.3556338359517,3.26462,27.7806,40.44829,22.1,1,0,0
1,17,3,17.401394,0.015837,20.58056373498573,3.31908,27.48542,37.03726,22.1,1,0,0
1,18,3,15.542793,1.101721,21.234205773383593,3.06146,26.93188,33.69741,22.6,1,0,0
1,19,3,14.315659,3.300987,20.242015005843744,3.773605,26.61797,36.12514,22.6,1,0,0
1,20,3,7.523529,2.826676,20.5495814122309,4.439663,24.29832,44.94793,22.6,1,0,0
1,21,3,6.23182,0.881146,11.737112861703887,5.04,23.91116,45.737,22.6,1,0,0
1,22,3,5.124125,2.5894,11.672119355335314,5.04,23.75583,46.26449,22.6,1,0,0
1,23,3,5.821439,0.016185,8.464883723473022,5.04,23.64099,46.35708,24.1,1,0,0
1,0,4,4.424546,0.016517,5.971931884025181,5.04,23.54668,46.83231,23.9,1,0,0
1,1,4,3.971083,0.86205,5.851244312253638,5.04,23.4581,45.92762,23.9,1,0,0
1,2,4,4.064188,0.01592,5.591639002234777,5.04,23.38229,44.63176,23.9,1,0,0
1,3,4,3.980231,0.016845,5.738549592416911,5.04,23.31477,43.30585,23.9,1,0,0
1,4,4,3.478419,0.026464,5.4805032242040985,5.04,23.247,42.07093,23.9,1,0,0
1,5,4,3.944646,1.771429,5.532919943840013,5.04,23.18583,41.00139,23.9,1,0,0
1,6,4,3.494589,1.164744,9.300671537534017,5.04,23.13188,39.72365,23.9,1,0,0
1,7,4,3.1352,2.610261,9.016822844348557,5.04,23.07633,40.02328,22.4,1,0,0
1,8,4,5.708539,2.268452,9.001907905054663,3.941006,23.6577,41.13641,22.4,1,0,0
1,9,4,7.027371,0.019623,11.782897359183908,2.823024,24.30208,37.82277,21.9,1,0,0
1,10,4,9.073822,0.01751,11.669976830873491,0.0,24.92112,36.36544,21.9,1,0,0
1,11,4,11.437197,0.01264,11.78406194564221,0.0,25.71312,39.72664,21.9,1,0,0
1,12,4,12.77171,1.301248,11.71350296613057,0.0,26.32081,33.41824,21.9,1,0,0
1,13,4,15.343966,1.508392,14.886652206672354,1.488153,26.88854,27.05007,21.9,1,0,0
1,14,4,16.852252,0.019758,14.368818311983205,2.79474,27.39727,26.5899,21.9,1,0,0
1,15,4,17.805063,0.01455,14.404591344485535,3.317618,27.77877,26.00026,21.9,1,0,0
1,16,4,18.757179,0.025325,14.932921589156463,3.248843,28.00208,24.52118,21.9,1,0,0
1,17,4,18.065131,0.022374,19.375628339086177,3.241673,27.79247,26.09341,21.9,1,0,0
1,18,4,16.272046,2.047813,20.035870208157185,2.928157,27.33095,27.88051,22.4,1,0,0
1,19,4,15.374794,0.00604,18.842159743784173,3.592809,26.98701,34.1576,22.4,1,0,0
1,20,4,7.508185,1.798606,18.73781222150722,4.38659,24.44244,41.16268,22.4,1,0,0
1,21,4,5.800125,3.135354,11.792777840989945,5.04,24.01608,43.57149,22.4,1,0,0
1,22,4,6.097807,2.163796,11.44550497947046,5.04,23.85364,44.25587,22.4,1,0,0
1,23,4,5.650751,0.03015,8.058846391065144,5.04,23.73061,43.88806,23.9,1,0,0
1,0,5,5.217135,0.017883,5.713683904977953,5.04,23.6297,45.90221,23.7,1,0,0
1,1,5,4.852226,0.025782,5.995655610307146,5.04,23.54075,47.73856,23.7,1,0,0
1,2,5,5.271363,0.011139,5.729024079516959,5.04,23.45436,54.27111,23.7,1,0,0
1,3,5,4.291087,0.019506,5.799950168326823,5.04,23.37902,47.95692,23.7,1,0,0
1,4,5,3.873836,0.011586,5.759155358722095,5.04,23.31102,41.69787,23.7,1,0,0
1,5,5,3.57826,1.802974,5.839702149316824,5.04,23.25015,41.74465,23.7,1,0,0
1,6,5,3.801477,1.597644,9.500052333650524,5.04,23.19133,43.36973,23.7,1,0,0
1,7,5,3.962676,2.039902,9.143262729999856,5.04,23.12843,43.82399,22.2,1,0,0
1,8,5,4.75178,2.044581,9.061902127467901,3.950101,23.61808,41.67908,22.2,1,0,0
1,9,5,6.991559,0.022681,11.769198194922978,2.834438,24.4509,35.94358,21.7,1,0,0
1,10,5,9.976765,0.019467,12.137577135818306,0.0,25.15736,29.65932,21.7,1,0,0
1,11,5,13.322114,0.02296,12.151647665198578,0.0,26.15006,26.90564,21.7,1,0,0
1,12,5,15.388297,0.005095,11.775425034532926,0.0,27.05025,23.9681,21.7,1,0,0
1,13,5,17.802834,0.002516,14.377015822266257,1.298183,27.82181,24.38323,21.7,1,0,0
1,14,5,21.241698,0.019902,14.399927040379012,2.316749,28.58744,26.78242,21.7,1,0,0
1,15,5,21.772137,0.018432,14.691757727217006,2.576224,29.05158,28.77512,21.7,1,0,0
1,16,5,21.383695,0.016487,14.670856268636282,2.604027,28.93019,30.60914,21.7,1,0,0
1,17,5,19.479181,0.85582,19.918544528831926,2.899452,28.42375,31.0606,21.7,1,0,0
1,18,5,18.572723,2.561263,20.06601565290361,2.658219,28.1114,30.66748,22.2,1,0,0
1,19,5,18.989263,1.242299,19.787361104126983,3.177953,27.94225,35.055,22.2,1,0,0
1,20,5,8.50243,1.333376,19.842221885981672,4.14548,24.80881,47.73491,22.2,1,0,0
